first_name_left,last_name_left,country_left,first_name_right,last_name_right,country_right,label
Luís,Fernandes,Portugal,Miguel,Silva,Brazil,0
Marta,Lopes,Portugal,Ana,Silva,Portugal,0
Chloé,Laurent,France,Chlo,Laurent,France,1
Noémie,Petit,France,Noémi,Petit,France,1
Fernanda,Silva,Brazil,Fernanda,Silva,Brazil,1
Théo,Dubois,France,Théo,Dubois,France,1
Lena,Schäfer,Germany,Sven,Fischer,Germany,0
Matteo,Grüter,Switzerland,Mlanie,Grter,Switzerland,0
Hannah,Müller,Germany,Jürgen,Schmidt,Germany,0
René,René,France,Sébastien,Laurent,France,0
Nina,Krämer,Germany,Matteo,Bianchi,Italy,0
María,Muñoz,Mexico,Mara,Muoz,Mexico,1
Mélanie,Hugentobler,Switzerland,Mélanie,Hugentobler,Switzerland,1
María,Ramírez,Mexico,Andrés,Hernández,Mexico,0
Lucía,López,Spain,Lucía,López,Spain,1
Álvaro,López,Spain,Iñigo,Álvarez,Spain,0
Luís,Ferreira,Portugal,Luís,Ferreira,Portugal,1
Lukas,Wagner,Germany,Günter,Schäfer,Germany,0
Emma,Moreau,France,Néomie,Lefèvre,France,0
Sara,Ricci,Italy,Sara,Ricci,Italy,1
Pedro,Oliveira,Brazil,Camila,Silva,Brazil,0
Rita,Silva,Portugal,Rita,Silva,Portugal,1
Sara,Russo,Italy,Francesca,Colombo,Italy,0
Ana,Souza,Brazil,Ana,Souza,Brazil,1
Lucía,Muñoz,Spain,José,Martínez,Spain,0
João,Souza,Brazil,Joo,Souza,Brazil,1
Elena,Hugentobler,Switzerland,Elena,Hugentobler,Switzerland,1
Sergio,Schneider,Switzerland,La,Kser,Switzerland,0
Giulia,Schneider,Switzerland,Giulia,Schneider,Switzerland,1
Francesco,Ferrari,Italy,Francesco,Ferrari,Italy,1
Ana,Silva,Portugal,Beatriz,Santos,Portugal,0
Lucía,García,Spain,Iñigo,Álvarez,Spain,0
Lukas,Müller,Germany,Hananh,Schneider,Germany,0
Hervé,Petit,France,Hervé,Petit,France,1
João,Carvalho,Portugal,Pedro,Gonalves,Portugal,0
Inês,Almeida,Portugal,Inês,Almeida,Portugal,1
Laura,López,Spain,Ana,Rodrigues,Portugal,0
Sven,Wagner,Germany,Lukas,Wagner,Germany,0
Mélanie,Hugentobler,Switzerland,Mélanie,Hugentobler,Switzerland,1
René,Petit,France,Noémie,René,France,0
Giulia,Meier,Switzerland,Maxime,Mueller,Switzerland,0
Camila,Carvalho,Brazil,Camila,Carvalho,Brazil,1
Élodie,Bernard,France,René,Garcia,France,0
Camila,Lima,Brazil,Bruno,Pereira,Brazil,0
Giuseppe,Esposito,Italy,Giuseppe,Esposito,Italy,1
René,Garcia,France,Camila,Carvalho,Brazil,0
Camila,Gonçalves,Brazil,Fernanda,Rocha,Brazil,0
Tiago,Carvalho,Portugal,Pedro,Fernandes,Portugal,0
Sabine,Schmidt,Germany,Juergen,Weiss,Germany,0
Lena,Hoffmann,Germany,Lena,Hoffmann,Germany,1
Iñigo,Pérez,Spain,Iigo,Prez,Spain,1
Jonas,Wagner,Germany,Jonas,Wagner,Germany,1
Hannah,Hoffmann,Germany,Lena,Wagner,Germany,0
Mélanie,Müller,Switzerland,Jürg,Käser,Switzerland,0
Sofia,Fernandes,Portugal,Sofia,Frenandes,Portugal,1
Lucía,Pérez,Mexico,Migeul,Hernández,Mexico,0
José,Fernández,Mexico,Maxim,Shcneider,Switzerland,0
Iñigo,Fernández,Spain,Jos,Lpez,Spain,0
Pedro,Carvalho,Brazil,Migue,Rohca,Brazil,0
Hannah,Müller,Germany,Hannah,Müller,Germany,1
Marta,Almeida,Portugal,Marta,Almeida,Portugal,1
José,Torres,Mexico,José,oTrres,Mexico,1
Sabine,Schäfer,Germany,Hannah,Hoffmann,Germany,0
Lea,Schäfer,Germany,Lea,Schäfer,Germany,1
Gustavo,Rocha,Brazil,Rafaeal,Silva,Brazil,0
Elena,Weiss,Switzerland,Elena,Weiss,Switzerland,1
Mariana,Oliveira,Brazil,Mariana,Oliveira,Brazil,1
Marco,Marino,Italy,Marco,Marino,Italy,1
Miguel,Gonçalves,Portugal,Miguel,Gonçalves,Portugal,1
Léa,Petit,France,Tiago,Gonçavles,Portugal,0
Sébastien,René,France,Sbastein,Ren,France,1
Sara,Ricci,Italy,Sara,Ricci,Italy,1
Nina,Weiß,Germany,Nina,Wei,Germany,1
Chiara,Colombo,Italy,Chiara,Colombo,Italy,1
Miguel,Santos,Portugal,Ana,Pereira,Portugal,0
Giulia,Russo,Italy,Giulia,uRsso,Italy,1
Miguel,Flores,Mexico,Mélanie,Müller,Switzerland,0
Hervé,Laurent,France,Lukas,Kraemer,Germany,0
Camille,Laurent,France,Chloé,Richard,France,0
Tiago,Pereira,Portugal,Tiago,Pereira,Portugal,1
Mélanie,Fischer,Switzerland,Léa,Meier,Switzerland,0
Valeria,Muñoz,Mexico,René,Muñoz,Mexico,0
Iñigo,Sánchez,Spain,Jos,Martnez,Spain,0
Rafaela,Fernandes,Brazil,Rafaela,Fernandes,Brazil,1
Jesús,Álvarez,Spain,eJss,vlarez,Spain,1
José,López,Spain,Laura,Pérez,Spain,0
Jesús,García,Mexico,Jesús,García,Mexico,1
Bruno,Lima,Brazil,Bruno,Lima,Brazil,1
René,Flores,Mexico,Carlos,Fernández,Mexico,0
Rafaela,Silva,Brazil,Fernanda,Souaz,Brazil,0
Beatriz,Gonçalves,Portugal,Ana,Ferreira,Portugal,0
Jesús,Sánchez,Spain,Jesús,Sánchez,Spain,1
Käthe,Schneider,Germany,Ktähe,Schneider,Germany,1
François,Grüter,Switzerland,François,Grüter,Switzerland,1
Camila,Silva,Brazil,Mariana,Souza,Brazil,0
Matteo,Müller,Switzerland,Matteo,Fischer,Switzerland,0
Ana,Díaz,Spain,José,Álvarez,Spain,0
Ana,Carvalho,Brazil,Ana,Carvalho,Brazil,1
Léa,Moreau,France,Tho,Ren,France,0
Andrés,García,Mexico,Pedro,Rodrigues,Portugal,0
Jürgen,Schäfer,Germany,Jürgen,Shcäfer,Germany,1
Lena,Hoffmann,Germany,Lena,Hfofmann,Germany,1
Alessandro,Esposito,Italy,Alessandro,Esposito,Italy,1
Pedro,Santos,Brazil,Pedro,Santos,Brazil,1
Luca,Bianchi,Italy,Luca,Bianchi,Italy,1
René,Ramírez,Mexico,Ana,Lopes,Portugal,0
Bruno,Rocha,Brazil,João,Almeida,Portugal,0
Jesús,Torres,Mexico,Jesús,Torres,Mexico,1
Lucía,Gómez,Spain,Jos,Garca,Mexico,0
Lukas,Wagner,Germany,Lukas,Wagner,Germany,1
Jonas,Weiß,Germany,Jonas,Weiß,Germany,1
Sabine,Schmidt,Germany,Nina,Schmidt,Germany,0
Noémie,Durand,France,Nomie,Durand,France,1
João,Lopes,Portugal,Käthe,Schäfer,Germany,0
Noah,Grüter,Switzerland,Guente,Wagner,Germany,0
Giulia,Ricci,Italy,Giuila,Ricci,Italy,1
Jonas,Müller,Germany,Käthe,Fischer,Germany,0
Beatriz,Silva,Portugal,Aan,Silva,Portugal,0
Óscar,Pérez,Mexico,José,Hernández,Mexico,0
Emma,René,France,Emma,René,France,1
Valeria,Flores,Mexico,Andrés,López,Mexico,0
Sergio,Díaz,Spain,lvaro,Graca,Spain,0
Carlos,Martínez,Mexico,Carlo,Martínez,Mexico,1
Marta,Fernandes,Portugal,Migule,Silva,Portugal,0
Pedro,Rodrigues,Portugal,Pedro,Rordigues,Portugal,1
Óscar,García,Mexico,Óscar,García,Mexico,1
Léa,Garcia,France,Emma,Durand,France,0
Maxime,Meier,Switzerland,Maxime,eMier,Switzerland,1
Valeria,Muñoz,Mexico,Valeria,Muoz,Mexico,1
Sofia,Lopes,Portugal,Sofia,Lopes,Portugal,1
Gonçalo,Ferreira,Portugal,Inês,Rodrigues,Portugal,0
María,Torres,Mexico,Marí,oTrres,Mexico,1
Tobias,Wagner,Germany,Juergen,Fischre,Germany,0
Óscar,Pérez,Mexico,Lucía,Fernández,Mexico,0
Noémie,Durand,France,Noémie,Durand,France,1
Hervé,Petit,France,Hervé,Petit,France,1
Sven,Müller,Germany,Marco,Ricci,Italy,0
Hugo,Laurent,France,Hugo,Laurent,France,1
Miguel,Flores,Mexico,Miguel,Flores,Mexico,1
Maxime,Käser,Switzerland,Iigo,lvarez,Spain,0
Théo,Garcia,France,Théo,Gracia,France,1
Alessandro,Colombo,Italy,lAessandro,Colombo,Italy,1
Noah,Käser,Switzerland,Naoh,Käser,Switzerland,1
Marco,Ricci,Italy,Marc,Ricci,Italy,1
Eléna,Esposito,Italy,Eléna,sEposito,Italy,1
Noémie,Petit,France,René,René,France,0
Sergio,Díaz,Spain,Sergio,Díaz,Spain,1
Álvaro,Álvarez,Spain,Álvaro,Álvarez,Spain,1
Eléna,Rossi,Italy,Léa,Richard,France,0
Jürgen,Krämer,Germany,Juergen,Kraemer,Germany,1
Nina,Schäfer,Germany,Nina,Schäfer,Germany,1
Giulia,Schneider,Switzerland,Sergio,Hugentobler,Switzerland,0
Hans,Weiss,Switzerland,Hans,Weiss,Switzerland,1
Emma,René,France,Emma,Ren,France,1
Jonas,Schäfer,Germany,Tiago,Silva,Portugal,0
Luís,Fernandes,Portugal,Inês,Carvalho,Portugal,0
Jürgen,Schäfer,Germany,Juergen,Schaefer,Germany,1
José,Martínez,Spain,José,Martníez,Spain,1
Elena,Schneider,Switzerland,Chloé,Moreau,France,0
Bruno,Oliveira,Brazil,Bruno,Oliviera,Brazil,1
Luis,Fernández,Mexico,Miguel,Gonçalves,Portugal,0
Jürgen,Schneider,Germany,Sven,Kraemer,Germany,0
Jürg,Meier,Switzerland,Käthe,Schmidt,Germany,0
María,Fernández,Spain,María,Fernández,Mexico,0
Gustavo,Souza,Brazil,Gustavo,Sozua,Brazil,1
Louis,Bernard,France,Louis,Bernard,France,1
José,Álvarez,Spain,José,Álvarez,Spain,1
Jürgen,Müller,Germany,Lena,Wei,Germany,0
Jürgen,Hoffmann,Germany,Hans,Käser,Switzerland,0
Miguel,Carvalho,Portugal,Mgiuel,Carvalho,Portugal,1
Miguel,Silva,Brazil,Miguel,Silva,Brazil,1
José,García,Mexico,José,García,Mexico,1
Fernanda,Souza,Brazil,Fernand,Souza,Brazil,1
Miguel,Silva,Brazil,Miguel,Silva,Brazil,1
Léa,Müller,Switzerland,Juerg,Meier,Switzerland,0
Alessandro,Bianchi,Italy,Alessandro,Bianchi,Italy,1
Jesús,Muñoz,Spain,Jesús,López,Spain,0
Giulia,Grüter,Switzerland,Hans,Weiss,Switzerland,0
Théo,Durand,France,Lukas,Müller,Switzerland,0
Günter,Wagner,Germany,Joans,Weiss,Germany,0
Matteo,Käser,Switzerland,Matteo,Kaeser,Switzerland,1
Lukas,Grüter,Switzerland,Lukas,Grüter,Switzerland,1
Bruno,Carvalho,Brazil,Bruno,Carvalho,Brazil,1
Alessandro,Marino,Italy,Alessandro,Marino,Italy,1
Günter,Weiß,Germany,Ósca,Álvarez,Spain,0
Chloé,Garcia,France,Hans,Hofmann,Switzerland,0
Iñigo,Martínez,Spain,Iñigo,Martínez,Spain,1
Luis,Flores,Mexico,Giuli,Weiss,Switzerland,0
Luís,Carvalho,Portugal,Luís,Carvahlo,Portugal,1
Giulia,Esposito,Italy,Giulia,Esposito,Italy,1
Sabine,Schneider,Germany,Jonas,Wanger,Germany,0
Pablo,Gómez,Spain,Pablo,Gómez,Spain,1
Sven,Weiß,Germany,Sven,Weiß,Germany,1
Pedro,Pereira,Brazil,Pedr,Pereira,Brazil,1
François,Meier,Switzerland,François,Meier,Switzerland,1
María,Pérez,Mexico,Mara,Prez,Mexico,1
Noah,Grüter,Switzerland,Noah,Grueter,Switzerland,1
Francesco,Russo,Italy,Francesca,Colomob,Italy,0
Valeria,Torres,Mexico,Valeria,Torres,Mexico,1
Miguel,Gonçalves,Brazil,Fernanda,Santos,Brazil,0
Rita,Almeida,Portugal,João,Ferreira,Portugal,0
Käthe,Fischer,Germany,Lukas,Schneidre,Germany,0
Sergio,Sánchez,Spain,Sergio,Sáncehz,Spain,1
Günter,Fischer,Germany,Gnüter,Fischer,Germany,1
Mariana,Oliveira,Brazil,Mariana,Oliveira,Brazil,1
Camila,Oliveira,Brazil,Camil,Olvieira,Brazil,1
Tiago,Silva,Portugal,Miguel,Sliva,Portugal,0
Miguel,Pereira,Portugal,Miguel,Lopes,Portugal,0
Chiara,Colombo,Italy,Chiara,Colombo,Italy,1
Pedro,Oliveira,Brazil,Migue,Rocha,Brazil,0
Fernanda,Pereira,Brazil,Rogério,Carvalho,Brazil,0
Sergio,Sánchez,Spain,Óscar,Díaz,Spain,0
Jürgen,Krämer,Germany,Nina,Schneider,Germany,0
Luis,Torres,Mexico,Luis,Torres,Mexico,1
Gonçalo,Silva,Portugal,Goçnalo,Silva,Portugal,1
Francesca,Rossi,Italy,lEén,Romano,Italy,0
Matteo,Hugentobler,Switzerland,Mélanie,Meier,Switzerland,0
João,Carvalho,Portugal,oJão,Carvalho,Portugal,1
Léa,René,France,Théo,Bernard,France,0
Jordi,Martínez,Spain,Jordi,Martnez,Spain,1
Sofia,Rodrigues,Portugal,Sofia,Rodrigues,Portugal,1
Matteo,Russo,Italy,Elna,Rossi,Italy,0
Maxime,Fischer,Switzerland,Maxiem,Fischer,Switzerland,1
Sara,Marino,Italy,Sara,Marion,Italy,1
Günter,Fischer,Germany,Hannah,Schenider,Germany,0
Théo,Bernard,France,René,Moerau,France,0
Hannah,Schmidt,Germany,Lena,Krämer,Germany,0
Miguel,Oliveira,Brazil,Rogério,Lima,Brazil,0
Gonçalo,Almeida,Portugal,Marta,Pereira,Portugal,0
Gonçalo,Rodrigues,Portugal,Gonçalo,Rodrigues,Portugal,1
Marco,Colombo,Italy,Nina,Müller,Germany,0
Ana,Fernández,Spain,Ana,Fernández,Spain,1
Elena,Hugentobler,Switzerland,Álvaro,Fernández,Spain,0
María,Martínez,Mexico,Carlo,Hernández,Mexico,0
Valeria,Pérez,Mexico,Valeria,Pérez,Mexico,1
Luca,Rossi,Italy,Eléna,Romano,Italy,0
Beatriz,Pereira,Portugal,Betari,Pereira,Portugal,1
Francesca,Esposito,Italy,Matteo,Ferrari,Italy,0
Camille,Petit,France,Camille,Petit,France,1
José,López,Mexico,José,López,Mexico,1
Elena,Hugentobler,Switzerland,Elnea,Hugentobler,Switzerland,1
Sabine,Schneider,Germany,Sabine,Schneider,Germany,1
Luis,Muñoz,Mexico,Luis,Muñoz,Mexico,1
Lukas,Käser,Switzerland,Juerg,Hofmann,Switzerland,0
René,Flores,Mexico,René,Flores,Mexico,1
Lena,Hoffmann,Germany,Käth,Groß,Germany,0
Gonçalo,Ferreira,Portugal,Miguel,Pereira,Portugal,0
Sergio,Schneider,Switzerland,Sergio,Schneider,Switzerland,1
René,Pérez,Mexico,Ren,Prez,Mexico,1
Giulia,Ricci,Italy,Giuseppe,Romano,Italy,0
Rafaela,Lima,Brazil,Rafaela,Lima,Brazil,1
Léa,Bernard,France,Léa,Bernard,France,1
Élodie,Richard,France,Gonaol,Sanots,Portugal,0
Giulia,Esposito,Italy,Giulia,Esposito,Italy,1
Lukas,Grüter,Switzerland,La,Meier,Switzerland,0
Sergio,Fernández,Spain,Sergio,Fernández,Spain,1
Francesca,Colombo,Italy,Tobias,Müller,Germany,0
Lea,Weiß,Germany,Lea,eWiß,Germany,1
Élodie,René,France,Éloide,René,France,1
Matteo,Keller,Switzerland,Sergio,Grueter,Switzerland,0
Pablo,Muñoz,Spain,Iigo,Daz,Spain,0
Sara,Marino,Italy,Sara,Marino,Italy,1
René,René,France,René,René,France,1
Jesús,Flores,Mexico,Günter,Hoffmann,Germany,0
Mélanie,Fischer,Switzerland,Giulia,Weiss,Switzerland,0
Jordi,Sánchez,Spain,Jordi,Snhcez,Spain,1
Günter,Wagner,Germany,Gntre,Wagner,Germany,1
Beatriz,Ferreira,Portugal,Maxime,Hugentobler,Switzerland,0
Noah,Meier,Switzerland,Noah,Meier,Switzerland,1
Matteo,Ferrari,Italy,Ana,Lopse,Portugal,0
Camila,Gonçalves,Brazil,Hanna,Hoffmann,Germany,0
Lena,Groß,Germany,Lena,Groß,Germany,1
Giulia,Hugentobler,Switzerland,Léa,Fischer,Switzerland,0
Sergio,Keller,Switzerland,Elena,eWiss,Switzerland,0
Noah,Weiss,Switzerland,Giulia,Kaeser,Switzerland,0
Álvaro,Pérez,Spain,Beatriz,Almeida,Portugal,0
Ana,López,Spain,Jordi,Lpez,Spain,0
Iñigo,Díaz,Spain,Juerge,Schmidt,Germany,0
José,Pérez,Mexico,Andrs,Prez,Mexico,0
Emma,Lefèvre,France,Emma,Lefèvre,France,1
Lukas,Weiss,Switzerland,Lukas,Weiss,Switzerland,1
Rita,Lopes,Portugal,Tiago,eFrreira,Portugal,0
Lena,Krämer,Germany,Bruno,Rocha,Brazil,0
Camila,Lima,Brazil,Camila,Lima,Brazil,1
Francesco,Bianchi,Italy,José,Martínez,Spain,0
Lucía,Martínez,Mexico,Lucí,Martínez,Mexico,1
Iñigo,Fernández,Spain,Miguel,Lopes,Portugal,0
Óscar,Fernández,Spain,Óscar,Feránndez,Spain,1
Óscar,García,Spain,sacr,Garca,Spain,1
Lukas,Schneider,Switzerland,Maixme,Hofmann,Switzerland,0
Jordi,Sánchez,Spain,Jordi,Sánchez,Spain,1
Fernanda,Pereira,Brazil,Gustavo,Pereira,Brazil,0
Francesca,Colombo,Italy,Alessandro,Russo,Italy,0
François,Fischer,Switzerland,Miguel,Pereira,Portugal,0
Óscar,López,Spain,Luca,Martnez,Spain,0
Sabine,Müller,Germany,Sabine,Mueller,Germany,1
Miguel,Souza,Brazil,Miguel,Souza,Brazil,1
Chiara,Greco,Italy,Chiaar,Frerari,Italy,0
Noah,Müller,Switzerland,François,Hugentobler,Switzerland,0
Miguel,Carvalho,Portugal,Miguel,Carvalho,Portugal,1
Noah,Meier,Switzerland,Sergio,Meier,Switzerland,0
Jesús,Sánchez,Spain,Jesús,Sánchez,Spain,1
René,Dubois,France,Emma,René,France,0
Francesca,Bianchi,Italy,Francesca,Bianchi,Italy,1
René,López,Mexico,Carlos,Hernández,Mexico,0
Jesús,Martínez,Spain,Jesús,Muñoz,Spain,0
Rogério,Rocha,Brazil,Ana,Fernandes,Brazil,0
Jürg,Grüter,Switzerland,Jürg,Grüter,Switzerland,1
Laura,Pérez,Spain,Laura,Préez,Spain,1
Francesca,Bianchi,Italy,Sara,Esposito,Italy,0
Inês,Santos,Portugal,Inês,Santos,Portugal,1
Óscar,Fernández,Spain,Óscar,Fernández,Spain,1
Bruno,Pereira,Brazil,Bruno,Pereira,Brazil,1
Chloé,Moreau,France,Chloé,Dubois,France,0
Lucía,Álvarez,Spain,Pablo,Martínez,Spain,0
Álvaro,Fernández,Spain,Álvaro,Fernández,Spain,1
Miguel,Gonçalves,Portugal,Miguel,Gonçalves,Portugal,1
Pablo,Martínez,Spain,María,Muñoz,Spain,0
Mélanie,Hugentobler,Switzerland,Mélanie,Hugentobler,Switzerland,1
João,Pereira,Brazil,Joo,Pereira,Brazil,1
Hannah,Hoffmann,Germany,Hannah,Hoffmann,Germany,1
Lucía,Sánchez,Spain,Iñigo,Álvarez,Spain,0
Giulia,Russo,Italy,Giulia,Russo,Italy,1
Camila,Fernandes,Brazil,Sergio,Kaeser,Switzerland,0
Marco,Ricci,Italy,Marco,Ricci,Italy,1
Lena,Schmidt,Germany,Lnea,Schmidt,Germany,1
Ana,García,Spain,Ana,Garíca,Spain,1
João,Oliveira,Brazil,João,Oliveira,Brazil,1
Lukas,Wagner,Germany,Nina,Gross,Germany,0
Marta,Gonçalves,Portugal,Marta,Gonçalves,Portugal,1
Álvaro,Fernández,Spain,Álvaro,Fernández,Spain,1
Maxime,Hugentobler,Switzerland,Chiara,Rossi,Italy,0
Fernanda,Silva,Brazil,Rogério,Santos,Brazil,0
Marta,Lopes,Portugal,Ana,Cavralho,Portugal,0
Käthe,Fischer,Germany,Käth,Fischer,Germany,1
Tobias,Schneider,Germany,Tobia,Schneider,Germany,1
Luísa,Santos,Brazil,Lusa,Santos,Brazil,1
Lucía,García,Mexico,Luca,Garca,Mexico,1
Sergio,Díaz,Spain,Sergio,Daz,Spain,1
Luis,López,Mexico,Luis,Lóepz,Mexico,1
Jesús,Martínez,Spain,Jesús,Martínez,Spain,1
Camila,Silva,Brazil,Rafael,Fernandes,Brazil,0
Jürgen,Schneider,Germany,Sabine,Weiß,Germany,0
María,Flores,Mexico,iMguel,Pérez,Mexico,0
Valeria,Hernández,Mexico,Valeria,Hernández,Mexico,1
Hannah,Weiß,Germany,Günter,Müller,Germany,0
Sébastien,Moreau,France,Sébastien,Moreau,France,1
José,Fernández,Mexico,Inês,Rodrigues,Portugal,0
Louis,Garcia,France,Hugo,Benrard,France,0
Pedro,Gonçalves,Portugal,Pedro,Goçnalves,Portugal,1
Rita,Lopes,Portugal,Gonçalo,Almeida,Portugal,0
Fernanda,Rocha,Brazil,Fernanda,Rocha,Brazil,1
Pedro,Silva,Brazil,Pedro,Silva,Brazil,1
François,Hofmann,Switzerland,Françoi,Hofmann,Switzerland,1
René,Dubois,France,René,Dubosi,France,1
Maxime,Käser,Switzerland,Giulia,Meier,Switzerland,0
Lucía,Díaz,Spain,Lucía,García,Spain,0
Noah,Weiss,Switzerland,Noah,Weiss,Switzerland,1
Maxime,Grüter,Switzerland,Naoh,Grueter,Switzerland,0
Miguel,Gonçalves,Portugal,Miguel,Goçnalves,Portugal,1
Jürg,Schneider,Switzerland,Juerg,Schneider,Switzerland,1
Sergio,López,Spain,Chlo,eRn,France,0
Lena,Hoffmann,Germany,Luka,Groß,Germany,0
Álvaro,Fernández,Spain,Álvaro,Fernández,Spain,1
Ana,Rocha,Brazil,Álvaro,Martínez,Spain,0
Gonçalo,Gonçalves,Portugal,Líus,Pereira,Portugal,0
Rogério,Santos,Brazil,Rogéri,Santos,Brazil,1
Carlos,Martínez,Mexico,Carlos,Martnez,Mexico,1
Luis,Pérez,Mexico,Luis,Pérez,Mexico,1
Laura,Muñoz,Spain,Jesús,García,Spain,0
Carlos,Torres,Mexico,Andrés,Torres,Mexico,0
Francesco,Romano,Italy,Inês,Fernandes,Portugal,0
Tiago,Gonçalves,Portugal,Andrés,Ramírez,Mexico,0
René,López,Mexico,Carlos,Hernández,Mexico,0
Pedro,Lima,Brazil,Pedr,Lima,Brazil,1
Rita,Fernandes,Portugal,Rita,Fernandse,Portugal,1
Sven,Wagner,Germany,Noah,Käser,Switzerland,0
Camila,Pereira,Brazil,Fernand,Gonçalves,Brazil,0
Giorgia,Colombo,Italy,Giorgia,Colombo,Italy,1
Ana,Santos,Brazil,Maxime,Hofmnan,Switzerland,0
Ana,Martínez,Spain,José,Martínez,Spain,0
Elena,Müller,Switzerland,Jrg,Hugentobler,Switzerland,0
Lucía,Ramírez,Mexico,Lucía,Ramírez,Mexico,1
Ana,Carvalho,Brazil,Ana,Carvalho,Brazil,1
Giulia,Käser,Switzerland,Giulia,Käser,Switzerland,1
Carlos,Pérez,Mexico,scar,Lpez,Mexico,0
Maxime,Hugentobler,Switzerland,Léa,Schneider,Switzerland,0
Théo,Moreau,France,Emam,Laurent,France,0
Jesús,Ramírez,Mexico,uLca,Hernndez,Mexico,0
Miguel,Hernández,Mexico,Miguel,Hernández,Mexico,1
Marco,Colombo,Italy,Marco,Colombo,Italy,1
Jürgen,Schäfer,Germany,Sven,Weiß,Germany,0
René,Bernard,France,René,Bernard,France,1
Chiara,Esposito,Italy,Marco,Romano,Italy,0
Théo,Bernard,France,Tho,Bernard,France,1
Lucía,García,Spain,José,Flores,Mexico,0
Giulia,Schneider,Switzerland,Giulia,Schneider,Switzerland,1
João,Carvalho,Portugal,Giulia,Mller,Switzerland,0
Giorgia,Greco,Italy,aLura,Daz,Spain,0
Louis,René,France,Camill,Lefvre,France,0
João,Oliveira,Brazil,aCmila,Santos,Brazil,0
Giuseppe,Romano,Italy,Luca,Esposito,Italy,0
Rita,Rodrigues,Portugal,Rita,Rodrigues,Portugal,1
Marco,Greco,Italy,María,López,Mexico,0
Eléna,Romano,Italy,Elnéa,Romano,Italy,1
Jesús,Fernández,Mexico,Andrés,García,Mexico,0
Pedro,Silva,Portugal,Miguel,Pereira,Portugal,0
Luis,Flores,Mexico,Ana,Snáchez,Spain,0
María,Díaz,Spain,Sven,Weßi,Germany,0
Pedro,Oliveira,Brazil,Pedro,Oliveira,Brazil,1
Inês,Lopes,Portugal,nIês,oLpes,Portugal,1
Chiara,Colombo,Italy,Chair,Colombo,Italy,1
Rita,Fernandes,Portugal,Rita,Fernandes,Portugal,1
Beatriz,Almeida,Portugal,Luís,Gonçalves,Portugal,0
Sofia,Ferreira,Portugal,Sofia,Ferreira,Portugal,1
Sara,Ferrari,Italy,aSra,Ferrari,Italy,1
Maxime,Meier,Switzerland,Hans,Hofmann,Switzerland,0
Lucía,Torres,Mexico,Luca,Torres,Mexico,1
Miguel,Carvalho,Brazil,Miguel,Carvalho,Brazil,1
Jürgen,Krämer,Germany,Lena,Schaefer,Germany,0
Marta,Pereira,Portugal,Marta,Pereira,Portugal,1
João,Ferreira,Portugal,Guenter,Hoffmann,Germany,0
Gonçalo,Rodrigues,Portugal,Gonalo,Rodrigues,Portugal,1
Emma,René,France,Emma,René,France,1
Matteo,Esposito,Italy,Matteo,Esposito,Italy,1
Hervé,Durand,France,eHrvé,Durand,France,1
Valeria,Ramírez,Mexico,Jesús,Hernández,Mexico,0
Lea,Hoffmann,Germany,Herv,Duradn,France,0
Sofía,Ramírez,Mexico,Sofía,Ramírez,Mexico,1
Bruno,Santos,Brazil,Bruno,Santos,Brazil,1
Ana,Gonçalves,Brazil,Ana,Gonalves,Brazil,1
Jordi,Martínez,Spain,Camlile,Laurent,France,0
Eléna,Bianchi,Italy,Eléna,Bianchi,Italy,1
Hervé,Lefèvre,France,Laura,Sánchez,Spain,0
Jonas,Groß,Germany,Jonas,Gross,Germany,1
Mélanie,Käser,Switzerland,Mélanie,Käser,Switzerland,1
Gustavo,Carvalho,Brazil,Gustav,Carvalho,Brazil,1
Jürg,Fischer,Switzerland,Jügr,Fischer,Switzerland,1
Francesco,Esposito,Italy,Francesco,Esposito,Italy,1
Iñigo,López,Spain,Iñigo,López,Spain,1
Marta,Gonçalves,Portugal,Marta,Gonçalves,Portugal,1
Matteo,Marino,Italy,Matte,Marion,Italy,1
María,López,Spain,Jordi,Muoz,Spain,0
Tobias,Schmidt,Germany,Ana,Almeida,Portugal,0
Noah,Hofmann,Switzerland,Nina,Schenider,Germany,0
Lukas,Wagner,Germany,Lukas,Wagner,Germany,1
Mariana,Fernandes,Brazil,Mariana,Fernandes,Brazil,1
José,Torres,Mexico,René,Hernádnez,Mexico,0
Hannah,Schmidt,Germany,Hannah,Schmidt,Germany,1
Beatriz,Almeida,Portugal,Beatriz,Almeida,Portugal,1
María,Flores,Mexico,Mara,Flores,Mexico,1
Luís,Silva,Portugal,Luís,Silva,Portugal,1
François,Schneider,Switzerland,François,Schneider,Switzerland,1
Léa,Petit,France,lodie,Lefvre,France,0
Bruno,Gonçalves,Brazil,Bruno,Gonçalves,Brazil,1
Günter,Müller,Germany,René,Dubois,France,0
Giuseppe,Russo,Italy,Hervé,Lefèvre,France,0
Élodie,Moreau,France,Élodie,Moreau,France,1
Óscar,Pérez,Mexico,René,Bernard,France,0
Nina,Weiß,Germany,Noah,Grüter,Switzerland,0
Hans,Meier,Switzerland,Hans,Mieer,Switzerland,1
Hervé,Dubois,France,Hervé,Dubois,France,1
Jürgen,Weiß,Germany,Jürgen,Weiß,Germany,1
Ana,Lima,Brazil,Ana,Rocha,Brazil,0
Alessandro,Ricci,Italy,Marco,Ricci,Italy,0
